group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",81,2.6,12.1,1.5,1.8,0.4,3.6,1.2,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",71,3.1,5.8,3.1,3.9,0.5,2.6,0.4,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",39,1.6,4.3,2.7,1.8,0.1,4.1,0.2,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",32,1.9,3.6,1.8,1.2,0.2,2.9,0.4,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Ratatouille cuisinée, préemballée",53,1.2,5.0,3.9,3.2,0.5,2.0,0.9,"Ratatouille cuisinée, préemballée",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Épinards à la crème, préemballés",52,2.5,4.1,1.2,2.9,1.8,1.9,0.7,"Épinards à la crème, préemballés",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Gratin d'aubergine, préemballé",107,2.0,5.4,3.8,8.7,1.3,2.4,0.4,"Gratin d'aubergine, préemballé",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin dauphinois,109,3.4,14.5,2.1,4.2,2.7,1.5,0.8,Gratin dauphinois,False
entrées et plats composés,plats composés,plats de légumes/légumineuses,Endive au jambon,105,7.4,4.7,2.0,6.3,3.8,1.5,0.6,Endive au jambon,False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Gratin de chou-fleur, préemballé",83,3.0,3.3,0.9,6.5,4.0,1.3,1.1,"Gratin de chou-fleur, préemballé",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin de légumes,101,3.4,6.9,3.4,6.7,3.4,1.7,0.6,Gratin de légumes,False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",140,1.0,10.6,5.2,10.4,2.0,2.6,1.2,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Palet ou galette de légumes, préfrit, surgelé",104,3.3,10.7,3.3,5.4,1.1,2.6,0.9,"Palet ou galette de légumes, préfrit, surgelé",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Palet ou galette de légumes, préfrit, surgelé, cuit",98,3.3,8.4,3.0,5.7,0.6,2.6,0.8,"Palet ou galette de légumes, préfrit, surgelé, cuit",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Choucroute, sans garniture, égouttée, cuite",75,1.4,0.0,0.0,6.6,2.0,4.5,1.3,"Choucroute, sans garniture, égouttée, cuite",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Tomate à la provençale, fait maison",71,1.6,6.6,2.7,4.3,0.9,2.0,0.5,"Tomate à la provençale, fait maison",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,Beignet de légumes,182,3.5,23.0,3.0,8.5,1.0,2.0,0.7,Beignet de légumes,False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Falafel ou Boulette de pois-chiche et/ou fève, frite",252,8.2,18.7,1.4,14.4,1.5,7.7,1.6,"Falafel ou Boulette de pois-chiche et/ou fève, frite",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Gratin de légumes en sauce blanche type béchamel, cuit",100,3.6,6.7,3.2,6.5,3.5,1.0,0.6,"Gratin de légumes en sauce blanche type béchamel, cuit",False
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",211,7.4,17.7,3.6,10.8,1.3,6.0,0.9,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Blé dur précuit cuisiné, en sachet micro-ondable",188,4.9,29.5,2.2,4.8,1.1,2.6,1.2,"Blé dur précuit cuisiné, en sachet micro-ondable",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Blé dur précuit, grains entiers, cuisiné, à poêler",344,11.1,67.2,2.6,1.6,0.7,6.3,1.5,"Blé dur précuit, grains entiers, cuisiné, à poêler",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Ravioli à la viande, sauce tomate, appertisé",95,4.2,12.5,2.2,2.8,1.1,1.4,1.0,"Ravioli à la viande, sauce tomate, appertisé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,Lasagnes ou cannelloni à la viande (bolognaise),134,6.3,13.5,2.8,5.7,2.6,1.9,1.0,Lasagnes ou cannelloni à la viande (bolognaise),False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",116,5.3,13.6,2.6,4.1,1.4,1.9,0.8,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",False
entrées et plats composés,plats composés,plats de céréales/pâtes,Riz cantonais,164,5.5,23.6,1.3,4.9,0.8,1.7,0.9,Riz cantonais,False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Ravioli chinois à la vapeur à la crevette, cuit",190,5.5,27.8,1.1,5.5,1.6,3.6,1.0,"Ravioli chinois à la vapeur à la crevette, cuit",False
entrées et plats composés,plats composés,plats de céréales/pâtes,Gratin de pâtes,179,7.1,16.4,2.2,9.2,4.8,1.0,0.8,Gratin de pâtes,False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",103,2.8,11.0,4.8,4.8,1.5,2.2,0.6,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes à la carbonara (spaghetti, tagliatelles…)",161,5.9,14.2,1.8,8.7,4.3,1.2,0.9,"Pâtes à la carbonara (spaghetti, tagliatelles…)",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis au poisson, préemballées",148,7.3,13.0,2.0,7.1,2.5,1.7,1.0,"Lasagnes ou cannellonis au poisson, préemballées",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",226,10.0,26.8,4.4,8.3,4.6,1.9,0.8,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Couscous de légumes, préemballé",108,4.3,16.4,2.5,2.2,0.8,2.2,0.7,"Couscous de légumes, préemballé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",219,7.9,27.8,3.5,7.5,2.4,3.4,1.0,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",265,11.4,40.3,3.9,5.8,2.4,3.2,1.3,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",174,6.9,25.1,1.0,4.6,1.6,2.2,0.5,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",268,11.3,37.3,3.8,7.7,4.3,2.2,1.1,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",262,10.0,41.4,3.5,5.7,2.7,2.9,1.1,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",False
entrées et plats composés,plats composés,plats de céréales/pâtes,Nouilles sautées/poêlées aux crevettes,104,4.9,12.6,1.7,3.4,1.2,1.6,0.8,Nouilles sautées/poêlées aux crevettes,False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Riz blanc, avec poulet, préemballé, cuit",175,4.2,31.5,3.5,3.2,0.5,1.0,0.8,"Riz blanc, avec poulet, préemballé, cuit",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Riz blanc, avec légumes et viande, préemballé, cuit",167,4.6,28.3,1.9,3.6,0.7,1.0,0.8,"Riz blanc, avec légumes et viande, préemballé, cuit",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux légumes, préemballé",120,2.7,18.4,0.8,3.8,2.0,0.0,0.8,"Risotto, aux légumes, préemballé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux fruits de mer, préemballé",130,5.5,12.5,2.0,6.1,2.9,1.2,0.8,"Risotto, aux fruits de mer, préemballé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux fromages, préemballé",195,5.6,30.9,0.6,5.2,2.5,0.7,0.8,"Risotto, aux fromages, préemballé",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Raviolis aux légumes, sauce tomate, appertisés",91,2.9,13.5,2.8,2.4,0.5,1.7,0.8,"Raviolis aux légumes, sauce tomate, appertisés",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",156,5.2,20.9,1.9,4.9,1.9,3.7,0.5,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",163,7.2,15.9,5.8,7.4,4.4,1.8,0.8,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",255,9.4,41.4,3.1,5.1,1.7,3.0,0.8,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",199,8.0,25.7,2.8,6.5,2.9,2.5,0.7,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",150,2.5,18.6,0.8,6.5,0.8,2.6,1.3,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",122,4.4,11.8,4.3,5.9,1.9,0.0,0.6,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",179,7.0,14.0,2.3,10.2,5.2,1.4,0.8,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",False
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",133,6.1,11.4,3.5,6.6,3.1,1.9,1.0,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",False
entrées et plats composés,plats composés,plats de fromage,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",195,8.1,9.5,0.6,13.3,8.2,1.3,1.0,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",False
entrées et plats composés,plats composés,plats de fromage,"Fromage de chèvre pané à dorer, préemballé",284,12.9,15.0,3.5,19.2,10.0,0.0,1.3,"Fromage de chèvre pané à dorer, préemballé",False
entrées et plats composés,plats composés,plats de fromage,Soufflé au fromage,184,12.9,3.8,1.8,12.6,7.4,2.1,0.9,Soufflé au fromage,False
entrées et plats composés,plats composés,plats de fromage,"Tartiflette, préemballée",161,6.0,13.5,1.2,8.9,4.5,0.8,0.8,"Tartiflette, préemballée",False
entrées et plats composés,plats composés,plats de fromage,Gougère,399,16.2,22.7,0.6,26.6,16.0,1.9,1.1,Gougère,False
entrées et plats composés,plats composés,plats de fromage,"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",231,16.2,2.6,1.1,17.2,12.0,0.0,1.3,"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",False
entrées et plats composés,plats composés,plats de fromage,Fromage pané au jambon,263,17.4,15.3,1.5,14.6,7.2,0.0,2.3,Fromage pané au jambon,False
entrées et plats composés,plats composés,plats végétariens,Escalope végétale ou steak à base de soja,229,15.5,8.7,2.3,14.7,0.6,8.8,1.8,Escalope végétale ou steak à base de soja,False
entrées et plats composés,plats composés,plats végétariens,Tempeh,157,16.1,7.9,0.2,4.7,0.6,6.2,0.1,Tempeh,False
entrées et plats composés,plats composés,plats végétariens,"Nuggets de blé (sans soja), préemballé",284,12.6,22.4,1.3,14.9,1.5,2.6,0.7,"Nuggets de blé (sans soja), préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",253,14.1,18.5,3.2,12.6,1.3,4.2,1.2,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",251,15.5,19.7,1.8,10.9,1.1,5.4,1.4,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",False
entrées et plats composés,plats composés,plats végétariens,Pané soja et blé (ne convient pas aux véganes ou végétaliens),260,14.4,16.8,1.3,13.9,1.4,4.4,1.0,Pané soja et blé (ne convient pas aux véganes ou végétaliens),False
entrées et plats composés,plats composés,plats végétariens,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",245,16.9,18.8,0.0,10.0,1.1,5.4,1.1,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",False
entrées et plats composés,plats composés,plats végétariens,"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",247,15.2,15.1,2.0,13.1,3.0,3.3,1.5,"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",False
entrées et plats composés,plats composés,plats végétariens,"Raviolis au tofu, à la sauce tomate, préemballés",91,3.1,12.5,3.1,2.7,0.4,2.1,0.8,"Raviolis au tofu, à la sauce tomate, préemballés",False
entrées et plats composés,plats composés,plats végétariens,"Galette de céréales au fromage (sans soja), préemballé",241,7.0,27.8,2.9,10.3,2.6,4.3,1.0,"Galette de céréales au fromage (sans soja), préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Galette de céréales aux légumes (sans soja), préemballé",211,5.3,28.0,3.7,7.6,0.9,4.4,1.0,"Galette de céréales aux légumes (sans soja), préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Boulette végétale au soja et/ou blé, préemballée",211,17.6,8.0,3.5,10.6,1.1,5.4,1.5,"Boulette végétale au soja et/ou blé, préemballée",False
entrées et plats composés,plats composés,plats végétariens,"Galette ou pavé aux lentilles, soja et légumes, préemballé",170,9.7,16.7,2.8,5.6,0.8,4.8,0.8,"Galette ou pavé aux lentilles, soja et légumes, préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Galette ou pavé au blé (seitan) et légumes, préemballé",208,12.5,20.8,4.0,7.1,0.7,3.1,1.0,"Galette ou pavé au blé (seitan) et légumes, préemballé",False
entrées et plats composés,plats composés,plats végétariens,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",215,16.0,8.2,1.9,11.0,1.0,6.0,1.3,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",False
